恒大雅苑 前面绿地和湖景 看房随时联系 精装修房,恒大雅苑 -宝华商圈,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,80,"6,558元/平"
碧桂园仙林东郡三房两卫精装出售,碧桂园仙林东郡 -宝华商圈,3室2厅 | 108.42平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,76,"7,010元/平"
四季金辉 精装修三房 楼层好  采光无遮挡,四季金辉 -宝华商圈,3室1厅 | 86.67平米 | 北 南 | 精装 | 高楼层(共34层)  | 塔楼,100,"11,539元/平"
四季金辉 品质小区 视野开阔 无任何遮挡,四季金辉 -宝华商圈,3室1厅 | 78.1平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,69,"8,835元/平"
仙林东双地铁好房，楼下3000平大菜场，交通生活便利,京东紫晶 -宝华商圈,2室1厅 | 75.22平米 | 南 | 毛坯 | 低楼层(共35层)  | 板楼,68,"9,041元/平"
中骏四季阳光，毛坯三房，户型方正，有车位，随时看房,中骏四季阳光 -句容主城商圈,3室2厅 | 111平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼,67,"6,037元/平"
楼层好  采光充足  配套设施完整  交通便利,四季金辉 -宝华商圈,4室1厅 | 108平米 | 南 西 北 | 精装 | 低楼层(共18层)  | 塔楼,105,"9,723元/平"
通风好，采光好，交通便利，视野开阔,仙林首望城 -宝华商圈,3室1厅 | 100.51平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,104,"10,348元/平"
碧桂园伯爵山 精装修新房未入住 诚信出售,碧桂园伯爵山 -宝华商圈,4室2厅 | 145.83平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,146,"10,012元/平"
二次装修 拎包入住  南北通透,碧桂园世纪城邦 -郭庄商圈,4室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,81.8,"5,928元/平"
仙林印象 房屋户型方正 南北同透,仙林印象 -宝华商圈,3室2厅 | 88.72平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,73,"8,229元/平"
宝华山下，花园洋房，采光充足。,朗诗万都玲珑樾 -宝华商圈,3室2厅 | 91.48平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,93,"10,167元/平"
此房户型好采光好 小区环境好交通便利 ...........,碧桂园仙林东郡 -宝华商圈,3室2厅 | 106.1平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,76.5,"7,211元/平"
房子格局好，楼层好，采光足，户型方正。,春天里 -宝华商圈,3室2厅 | 118.23平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,81,"6,852元/平"
仙林东 四季金辉 生活方便 配套设施齐全,四季金辉 -宝华商圈,3室2厅 | 88.32平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,70,"7,926元/平"
香溪湾，毛坯三房，边户双阳台，景观楼层，视野开阔！,香溪湾 -句容主城商圈,3室2厅 | 136.08平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,105.8,"7,775元/平"
仙林东四季金辉高品质小区  户型好 前后无遮挡有车位,四季金辉 -宝华商圈,3室2厅 | 100.33平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,85,"8,473元/平"
山景房   精装三房采光好 户型方正,碧桂园仙林东郡 -宝华商圈,3室2厅 | 95.36平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,73.2,"7,677元/平"
四季金辉 格局好 楼层好 无遮挡 视野开阔 交通便利,四季金辉 -宝华商圈,3室1厅 | 77.27平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 塔楼,71,"9,189元/平"
西边户，中楼层，视野好，业主诚心出售。,远洋心里 -宝华商圈,3室2厅 | 98平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,85,"8,674元/平"
房子格局好，楼层好，采光足，视野好，朝南面多，南北,碧桂园仙林东郡 -宝华商圈,4室2厅 | 119.02平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,88,"7,394元/平"
四季金辉  三房 精装修  视野好  看房方便 生活便利,四季金辉 -宝华商圈,3室1厅 | 79.93平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,68,"8,508元/平"
仙林东万达茂。大平层精装带地暖，四房两卫南北双阳台,碧桂园翡翠华府二期 -宝华商圈,4室2厅 | 142.13平米 | 南 北 | 精装 | 中楼层(共17层)  | 塔楼,185,"13,017元/平"
楼层好，视野宽阔 ，通透性好 ，业主诚心出售,碧桂园翡翠华府 -宝华商圈,3室2厅 | 115.12平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,103,"8,948元/平"
仙林东宝华山下 四季金辉山景房 20楼 毛坯新空 随时看,四季金辉 -宝华商圈,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,74,"8,315元/平"
房子格局好，主卧朝南，楼层好，配套设施齐全，,恒大雅苑 -宝华商圈,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,80,"7,767元/平"
宝华CBD人车分流小区，金辉物业，户型方正采光好,四季金辉 -宝华商圈,3室2厅 | 88平米 | 东南 南 | 毛坯 | 中楼层(共34层)  | 塔楼,90,"10,228元/平"
仙林东 恒大雅苑旁 四季金辉 满二 随时看房,四季金辉 -宝华商圈,3室2厅 | 79.9平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,61,"7,635元/平"
四季金辉  人车分流  带车位  三房 可低首付 急售,四季金辉 -宝华商圈,3室2厅 | 86.14平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,65,"7,546元/平"
公园旁 精装三房两卫 飞机户型 诚心出售！,新城樾府 -句容主城商圈,3室2厅 | 126平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,100,"7,937元/平"
纯西边户 精致四房 出行方便 满二 无抵押,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 111.01平米 | 南 | 毛坯 | 中楼层(共19层)  | 板塔结合,126,"11,351元/平"
四季金辉 小三房  楼层好 人车分流 生活配套齐全,四季金辉 -宝华商圈,3室2厅 | 78.1平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,64,"8,195元/平"
南京仙林东 宝华山下大学印象山景房 负氧离子 宜生活,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95.74平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,68,"7,103元/平"
仙林东招商国际E城央企房产楼层楼栋好,招商国际E城 -宝华商圈,3室1厅 | 95平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,69,"7,264元/平"
精装修带空调地暖，拎包入住，户型方正,泰达青筑 -宝华商圈,3室2厅 | 107.94平米 | 南 | 精装 | 低楼层(共24层)  | 平房,88,"8,153元/平"
楼层好采光足，视野开阔，朝南 ，配套齐全，交通便利,和昌仙林国际 -宝华商圈,3室2厅 | 90.02平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,87,"9,665元/平"
急售 江南世家一期 精装修 3室2卫 满2年 有车位,碧桂园·江南世家 -句容主城商圈,3室2厅 | 123.48平米 | 南 北 | 精装 | 高楼层(共25层)  | 暂无数据,86,"6,965元/平"
不挡光的电梯小高层 前排是六层洋房,台北上上城 -句容主城商圈,3室2厅 | 85.3平米 | 北 南 | 毛坯 | 低楼层(共11层)  | 板塔结合,52,"6,097元/平"
彩虹城 大面积 低单价 急售 好楼层,彩虹城 -宝华商圈,3室2厅 | 136.58平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,95,"6,956元/平"
仙林悦城二期 好户型 精装修 满五 房主急售 随时看房,仙林悦城 -宝华商圈,3室2厅 | 89.9平米 | 南 北 | 精装 | 中楼层(共29层)  | 塔楼,75,"8,343元/平"
通风好，采光好，交通便利，视野开阔,仙林首望城 -宝华商圈,3室2厅 | 87.81平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,114,"12,983元/平"
格局好 楼层好 采光充足 业主诚心出售 价格可谈,帝源都小区二期 -宝华商圈,3室1厅 | 103.51平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,87.5,"8,454元/平"
恒大雅苑，视野好，无遮挡，生活方便。,恒大雅苑 -宝华商圈,3室2厅 | 140平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,120.5,"8,608元/平"
高入住率小区，交通便利，生活方便，采光好，看房方便,同城世家 -宝华商圈,2室1厅 | 92平米 | 南 | 毛坯 | 10层  | 板楼,118,"12,827元/平"
格局好 楼层好 采光充足 朝南 户型方正 三开朝南,九曲花苑 -宝华商圈,4室2厅 | 159.03平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,185,"11,634元/平"
同城世家东边户业主精装修未住中间楼层不临街急售,同城世家 -宝华商圈,3室2厅 | 111平米 | 南 | 精装 | 10层  | 板楼,153,"13,784元/平"
本房满五年.业主2次装修.带55平朝南大平台急售,恒大雅苑 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼,110,"11,579元/平"
仙林东 宝华镇 仙林首站  仙林悦城,仙林悦城 -宝华商圈,2室1厅 | 81.57平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,71,"8,705元/平"
房子格局好，户型方正，，双地铁,仙林首望城 -宝华商圈,3室2厅 | 101.56平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,102.8,"10,123元/平"
楼层好  采光好  无遮挡  小高层,四季金辉 -宝华商圈,4室2厅 | 108.36平米 | 西 东 | 简装 | 中楼层(共18层)  | 塔楼,92,"8,491元/平"
万达茂三公里，精装带地暖，双阳台三房两卫，翡翠华府,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,95,"8,120元/平"
央企品质小区质量好整体环境好，采光好,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,65,"6,843元/平"
能观山能观水的上叠别墅房东诚心卖房大家帮忙推荐,金科观天下 -宝华商圈,4室2厅 | 133平米 | 南 | 毛坯 | 4层  | 板楼,214,"16,091元/平"
格局好，楼层好，采光足，视野开阔，朝南。,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,110,"9,402元/平"
仙林悦城 110平精装3房 好楼层 随时看房,仙林悦城 -宝华商圈,3室2厅 | 110.4平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,92,"8,334元/平"
万达茂旁双地铁 宝华花园安置房 改善型三房,宝华花园 -宝华商圈,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,60,"6,000元/平"
恒大雅苑，视野好，无遮挡，生活方便.,恒大雅苑 -宝华商圈,3室1厅 | 102.73平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,88,"8,567元/平"
仙林东  宝华镇 招商国际小区  央企,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,93.2,"9,811元/平"
南京仙林东 宝华新城京东紫晶 满二  配套齐全,京东紫晶 -宝华商圈,3室2厅 | 115.84平米 | 南 北 | 毛坯 | 中楼层(共35层)  | 塔楼,75,"6,475元/平"
房子格局好，楼层好，采光足，视野好朝南面多户型方正,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,82.8,"8,716元/平"
楼层好，视野宽阔，采光充足，业主诚心出售,仙林悦城 -宝华商圈,3室2厅 | 113平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,118,"10,443元/平"
央企品质小区质量好整体环境好，采光好,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,65,"6,843元/平"
户型好，环境好，楼层好！精 装修，房东诚心出售。,碧桂园仙林东郡 -宝华商圈,3室2厅 | 128平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,118,"9,219元/平"
楼层好 位置好 采光充足 视野开阔,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117.96平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,105,"8,902元/平"
香江丽景北区 电梯房 139平 3室2卫 毛坯 满五年,金润香江丽景北区 -句容主城商圈,3室2厅 | 138.93平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板楼,123,"8,854元/平"
房子格局好，楼层好，采光足，视野好，朝南面多,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 140平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,119,"8,500元/平"
仙林东 仙林悦城 舒适三房 满两年 楼层好 边户,仙林悦城 -宝华商圈,3室2厅 | 107.84平米 | 南 | 毛坯 | 低楼层(共29层)  | 塔楼,86,"7,975元/平"
招商 自持物业 南北通 门口有公交站台 小区环境好。,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,72,"7,579元/平"
全新精装未入住 近地铁 近万达茂 店长推荐,四季金辉 -宝华商圈,4室2厅 | 105.59平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,128,"12,123元/平"
格局好，楼层好，采光足，视野开阔，朝南,同城世家 -宝华商圈,2室2厅 | 91.9平米 | 南 | 毛坯 | 10层  | 板楼,93,"10,120元/平"
前排山景房 全明户型四开间朝南 改善自住S选,碧桂园大学印象 -宝华商圈,4室2厅 | 143.99平米 | 东南 | 毛坯 | 中楼层(共14层)  | 板塔结合,105,"7,293元/平"
京东紫晶  满2年  有抵押  有钥匙 随时看房,京东紫晶 -宝华商圈,4室2厅 | 110平米 | 南 | 毛坯 | 低楼层(共35层)  | 塔楼,74,"6,728元/平"
通透户型 格局好，楼层好，采光足，视野开阔，朝南.,金科观天下 -宝华商圈,4室2厅 | 139.16平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,198,"14,229元/平"
满五唯一，精装修有车位，家具家电全不要。,招商国际E城 -宝华商圈,3室2厅 | 118.11平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,128,"10,838元/平"
城南新小区 金越公馆 毛坯三房两卫 好楼层好位置,金樾公馆 -句容主城商圈,3室2厅 | 120.27平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,120,"9,978元/平"
宝华碧桂园大学印象大平层双阳台东边户带车位出售,碧桂园大学印象 -宝华商圈,4室2厅 | 177.6平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 平房,135,"7,602元/平"
婚装，家具家电齐全，无抵押产权清晰，大三房拎包入住,宝华花园 -宝华商圈,3室2厅 | 102平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,52,"5,099元/平"
伯爵山 精装山景小高层 一梯一户 诚心出售,碧桂园伯爵山 -宝华商圈,4室2厅 | 146平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,150,"10,274元/平"
万达茂旁宝华山下 改善三房两卫 多层洋房户型正 急售,宝华花园 -宝华商圈,3室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,70,"5,834元/平"
仙林东 宝华镇 招商国际小区 边户 3房2卫,招商国际E城 -宝华商圈,3室1厅 | 105平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,78,"7,429元/平"
此房满两年 ，采光十分充足，总高8层,九曲花苑 -宝华商圈,3室2厅 | 82.55平米 | 南 | 毛坯 | 低楼层(共8层)  | 平房,69,"8,359元/平"
宝华碧桂园大学印象127经典户型四室两厅两卫,碧桂园大学印象 -宝华商圈,4室2厅 | 125.3平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,106,"8,460元/平"
仙林东万达茂招商国际E城精装修三房两卫,招商国际E城 -宝华商圈,3室2厅 | 91.32平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,86,"9,418元/平"
大三房，精装修，前面无遮挡，采光视野好!,恒大雅苑 -宝华商圈,3室2厅 | 114.3平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,100,"8,749元/平"
仙林东万达茂招商国际E城三房一卫简单装修,招商国际E城 -宝华商圈,3室2厅 | 86.58平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,80,"9,241元/平"
业主诚心出售，小区环境优美，室内装修精致，拎包入住,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 130.14平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,115,"8,837元/平"
楼层好，视野宽阔，采光充足，配套设施完整，交通便利,帝源都小区二期 -宝华商圈,4室2厅 | 138平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,110,"7,972元/平"
三开间朝南，楼层好，前排光线亮,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 115.75平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,128.5,"11,102元/平"
格局好，采光充足，四开间朝南，山景一览无遗 有车位,碧桂园大学印象 -宝华商圈,4室2厅 | 127.59平米 | 南 | 精装 | 中楼层(共33层)  | 平房,118,"9,249元/平"
此房中间楼层，采光好，无遮挡，视野好,仙林悦城 -宝华商圈,2室1厅 | 67平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,46,"6,866元/平"
招商大户型，看中可聊，价格好商量，房东急售,招商国际E城 -宝华商圈,4室2厅 | 133.35平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,168,"12,599元/平"
万达茂旁  楼层好 采光佳 纯毛坯 诚心出售,仙林悦城 -宝华商圈,3室2厅 | 97.86平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,66,"6,745元/平"
仙林万达茂毛坯三室两厅一厨两卫业主着急出售,仙林首望城 -宝华商圈,3室2厅 | 113.71平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,170,"14,951元/平"
婚房装修 业主置换 诚心卖房 随时可看,四季金辉 -宝华商圈,3室2厅 | 87.98平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,86,"9,775元/平"
房屋格局好 楼层比较哇塞 采光充足 视野开阔,碧桂园大学印象 -宝华商圈,4室1厅 | 125.5平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,110,"8,765元/平"
别墅区花园洋房，户型方正视野开阔.,同城世家 -宝华商圈,3室2厅 | 116.9平米 | 南 | 毛坯 | 10层  | 板楼,180,"15,398元/平"
央企仙林东 环境好 边户 急卖价格可谈,招商国际E城 -宝华商圈,3室2厅 | 118.11平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,90,"7,621元/平"
宝华天花板洋房复式 山景房 绿城物业 改善养老必看,九曲花苑 -宝华商圈,4室2厅 | 206平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,197,"9,564元/平"
仙林东低密度低楼层洋房别墅区环境优美配套齐全,同城世家 -宝华商圈,2室2厅 | 91.22平米 | 南 | 毛坯 | 10层  | 板楼,120,"13,156元/平"
宝华山下负氧离子生活 碧桂园翡翠华府 跨居大阳台急售,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,103,"8,804元/平"
格局好，楼层好，采光足，视野开阔，朝南,远洋心里 -宝华商圈,3室2厅 | 88平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,66,"7,500元/平"
万达茂近地铁 楼层好，视野宽阔，采光充足 诚心出售,仙林悦城 -宝华商圈,2室1厅 | 81.51平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,68,"8,343元/平"
