采光充足，交通便利，天鸿苑不临高速，有钥匙随时看房,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 132.2平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,73,"5,522元/平"
首付二十五万起 卧龙湖小镇 环境优美 依山傍水,卧龙湖 -溧水其它,2室2厅 | 92.42平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,68,"7,358元/平"
急 急 急 创维佳园电梯房3-2-1-1 91.00m² 68万,创维佳园 -溧水城北,3室2厅 | 91平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,68,"7,473元/平"
采光好，户型方正，交通出行.配套齐全,大西门街10号 -溧水城中,2室1厅 | 85.1平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,50,"5,876元/平"
此房采光好，格局好，楼层好，配套齐全，交通便利,北宸新苑 -溧水城北,2室2厅 | 60.53平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,49.8,"8,228元/平"
房子位于溧水区西南角，凤凰小镇是一个养老小镇。,凤凰小镇 -溧水城西,1室1厅 | 44.73平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,38,"8,496元/平"
满两年，中间楼层，视野好，采光充足，格局好,琴韵华庭 -溧水城北,2室2厅 | 90.3平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,62,"6,867元/平"
满五年 采光好 视野开阔 户型优越 高档开发商精装房,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 89.88平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,70,"7,789元/平"
创维乐活城 好户型两房 好楼层 好位置满两年,创维佳园 -溧水城北,2室1厅 | 70.76平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,60,"8,480元/平"
亚东同城逸境 纯毛坯 两房  满两年,亚东同城逸境 -溧水城北,2室1厅 | 76.55平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,61,"7,969元/平"
满五年 采光好 视野开阔 户型优越 高档开发商精装房,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 86.86平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,66,"7,599元/平"
精装湖景房 楼层好环境优美 看房方便,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 85.8平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,62,"7,227元/平"
诚心出售 中间楼层 采光好 户型方正,宏进锦绣家园 -溧水城北,2室2厅 | 91.19平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,53,"5,813元/平"
精装修 中间楼层 南北两房 南北客餐厅 客厅带大阳台,秦淮花苑北区 -溧水城北,2室1厅 | 62.33平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,45.5,"7,300元/平"
本房满五唯一 中等装修拎包入住 前无遮挡 可以看房,塞纳名邸 -溧水城北,2室2厅 | 95.75平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,82,"8,564元/平"
城中好位置，海乐城旁，空间分配 合理，精装，采光好,双塘景苑 -溧水城中,3室2厅 | 121.09平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,145,"11,975元/平"
透格局好。好楼层，配套齐全，拎包入住,金东城世家一期 -溧水城北,3室1厅 | 96.22平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,100,"10,393元/平"
此房满两年 中楼层有储藏室 中等装修 房东诚心卖可谈,塞纳名邸 -溧水城北,2室2厅 | 84.85平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,76,"8,957元/平"
满两年 楼层好  采光充足  生活交通便利,中山首府 -溧水城南,3室2厅 | 108.13平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,159,"14,705元/平"
满五唯一   城中带阁楼  生活交通便利,财贸新村 -溧水城中,3室2厅 | 142.64平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,120,"8,413元/平"
美丽新城北区61平米温馨小家！！！,美丽新城北区 -溧水城北,2室1厅 | 60.31平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,59.3,"9,833元/平"
满五不唯一  楼层好  生活交通便利  海乐城 通济街,亚东同城印象 -溧水城中,2室2厅 | 97.05平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,115,"11,850元/平"
创维乐活城  4室2卫  毛坯,创维乐活城 -溧水城北,4室2厅 | 126.26平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,92,"7,287元/平"
此房满两年，楼层好，精装修，视野宽阔，采光充足,爱涛天逸园 -溧水城中,2室2厅 | 88.79平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,100,"11,263元/平"
此房满二，无遮挡采光好，楼层适中。,宏进锦绣家园 -溧水城北,2室2厅 | 91.43平米 | 北 | 精装 | 中楼层(共6层)  | 暂无数据,75,"8,203元/平"
此房两室朝南，采光充足，配套齐全，交通便利,北宸新苑 -溧水城北,2室2厅 | 88.73平米 | 南 | 简装 | 低楼层(共18层)  | 塔楼,71,"8,002元/平"
好房特卖，，正规成熟小区，视眼开阔,金东城世家西园二期 -溧水城北,2室2厅 | 88.88平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,95,"10,689元/平"
创维二期 游小 金陵 满二 好楼层 户型南北,创维乐活城 -溧水城北,2室2厅 | 86.18平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,73,"8,471元/平"
满两年 采光好 视野开阔 户型优越 高档开发商精装房,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 124.71平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,83,"6,656元/平"
好房特卖，，正规成熟小区，视眼开阔,金东城世家西园二期 -溧水城北,2室2厅 | 88.88平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,95,"10,689元/平"
此房楼层好 通风效果好 户型方正 采光充足 随时看房,北宸新苑 -溧水城北,2室2厅 | 88.73平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,67,"7,551元/平"
急售！急售！北宸新苑精装好房出售，价格可谈！,北宸新苑 -溧水城北,3室2厅 | 127.77平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,102,"7,984元/平"
创维乐活城为数不多的带院子好房,创维乐活城 -溧水城北,2室2厅 | 86.19平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,87,"10,094元/平"
丽湖湾三房 拎包入住 满二 业主诚心出售,喜之郎丽湖湾 -溧水城北,3室2厅 | 101.28平米 | 南 | 简装 | 高楼层(共25层)  | 板楼,70,"6,912元/平"
金东城世家，2室2厅1厨1卫，面积适中。,金东城世家一期 -溧水城北,2室2厅 | 87.35平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,65,"7,442元/平"
地铁口次新小区 橡树城自住精装顶带阁 户型方正配套全,橡树城 -溧水城北,4室3厅 | 84平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,91,"10,834元/平"
中间楼层，精装修，带大的储藏室，南北通透,秦淮花苑北区 -溧水城北,2室2厅 | 90.16平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,85,"9,428元/平"
精装修，品牌家具家电，好楼层，采光充足,双塘景苑 -溧水城中,2室1厅 | 92.1平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,109,"11,835元/平"
秦淮花苑南区  精装大三房 采光好 带阁楼储藏间,秦淮花苑南区 -溧水城北,3室2厅 | 124.75平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,124,"9,940元/平"
"视野开阔, 交通便利, .随时看房",塞纳名邸 -溧水城北,2室2厅 | 94.88平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,88,"9,275元/平"
城北成熟小区，婚房装修，拎包入住，满五年。,美丽新城南区 -溧水城北,3室2厅 | 119.04平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,88,"7,393元/平"
多层得房率高，采光好，户型南北通透,宏泰花苑西区 -溧水城中,2室1厅 | 102.18平米 | 南 北 | 简装 | 中楼层(共5层)  | 板塔结合,92,"9,004元/平"
房东诚心出售的，，看中价格可以谈,美丽新城北区 -溧水城北,2室2厅 | 100.87平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,73,"7,238元/平"
橡树城电梯精装房三大件拎包入住,橡树城 -溧水城北,2室2厅 | 80.18平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,75,"9,354元/平"
一梯三户，南北朝向，采光充足。,万景佳苑 -溧水城北,2室2厅 | 93.4平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,83.5,"8,941元/平"
小区环境好，交通购物方便，户型方正,溧水万达御景仕家一期 -溧水城南,2室1厅 | 93.63平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,110,"11,749元/平"
恒大金碧天下好房出售  采光充足  视野无遮挡,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 85.99平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,67.9,"7,897元/平"
户型方正 南北通风 好楼层。。。,中南锦城 -溧水城南,2室1厅 | 87.45平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼,110,"12,579元/平"
急售，秋湖嘉苑，好楼层，纯毛坯，价格可谈，户型方正,秋湖嘉苑二期 -溧水城南,3室2厅 | 121.66平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,84,"6,905元/平"
水岸康城位置好房子新*****,水岸康城 -溧水城南,3室2厅 | 127.37平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,148,"11,620元/平"
：满两年 采光好 视野开阔 户型优越 高档开发商精装,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 130.85平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,84,"6,420元/平"
水岸康城，城南好位置，配套成熟，生活便利,水岸康城 -溧水城南,3室2厅 | 121.11平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,129,"10,652元/平"
恒大开发商 恒大自己的物业 小区位于卧龙湖边,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 135.36平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,90,"6,649元/平"
房子满5年精装，楼层适中采光好,水岸康城 -溧水城南,2室2厅 | 87平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,87,"10,000元/平"
户型方正，小区配套齐全，新物业，管理好，交通便利,水岸新都 -溧水城南,2室2厅 | 89.52平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,104.3,"11,652元/平"
房产证满2年，采光好，环境优美，花园式小区，,恒大金碧天下湖光苑 -溧水恒大,4室3厅 | 223.31平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,255,"11,420元/平"
恒大金碧天下，环境优美，天然氧吧,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 110.68平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,88,"7,951元/平"
精装修满两年 双阳台楼层好 采光充足 交通便利,嘉德园 -溧水城南,2室2厅 | 92.71平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,125,"13,483元/平"
恒大金碧天下，环境优美，天然氧吧,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 110.68平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,88,"7,951元/平"
好楼层  视野 采光好 精装修 生活交通便利,中南锦城 -溧水城南,2室1厅 | 75.22平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,99,"13,162元/平"
户型方正，小区配套齐全，新物业，管理好，交通便利,水岸新都 -溧水城南,2室2厅 | 89.52平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,104.3,"11,652元/平"
水岸康城，城南好位置，配套成熟，生活便利,水岸康城 -溧水城南,3室2厅 | 121.11平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,129,"10,652元/平"
精装满两年 好楼层  视野采光好 交通生活便利,中南锦城 -溧水城南,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共25层)  | 塔楼,160,"16,000元/平"
小区环境好，交通购物方便，户型方正，无遮挡，，，,南方绿邸 -溧水城南,2室1厅 | 86.9平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,105,"12,083元/平"
总价低，采光好，前后无遮挡。业主诚售,一品骊城 -溧水城北,3室2厅 | 96.6平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,99,"10,249元/平"
到今年12月份就满五唯一，带阁楼，地段繁华，交通便利,荣昌花园 -溧水城南,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,98,"8,306元/平"
此房满五年，税费少，得房率高，采光好,宏泰花苑西区 -溧水城中,3室2厅 | 131.24平米 | 南 北 | 精装 | 高楼层(共5层)  | 板塔结合,127,"9,677元/平"
简装未入住，团山公园旁，游小金中旁，环境好,喜之郎丽湖湾 -溧水城北,3室1厅 | 101.29平米 | 南 | 毛坯 | 低楼层(共21层)  | 塔楼,69.8,"6,892元/平"
地铁口 橡树城南北通风大三房 满两年 得房率高,橡树城 -溧水城北,3室2厅 | 107平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,97,"9,066元/平"
户型方正，电梯房，南北格局，采光好，配套设施齐全,水岸康城 -溧水城南,2室2厅 | 97.41平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,98.8,"10,143元/平"
溧水 恒大金碧天下 天鸿苑  3室2厅2卫  精装,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 134.74平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,92,"6,828元/平"
颐园世家满两年 环境好适合养老自住  户型方正,颐园世家 -溧水其它,3室1厅 | 105.53平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,71,"6,728元/平"
精装修 采光充足 视野好 。。。,荣昌花园 -溧水城南,2室1厅 | 86.53平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,87,"10,055元/平"
城北精装跃层，满二，精装修房间多，空间大，诚心出售,金东城世家一期 -溧水城北,3室2厅 | 75.31平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,75,"9,959元/平"
三开间朝南，户型通透，精装，视野开阔，配套设施齐全,恒大金碧天下湖光苑 -溧水恒大,3室1厅 | 94.91平米 | 东 | 精装 | 高楼层(共18层)  | 板楼,76,"8,008元/平"
锦绣澜湾朝南清爽装修2室诚心出售，价格可议,锦绣澜湾 -溧水其它,3室2厅 | 122.21平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,97.8,"8,003元/平"
房子面积大，适合人口多的大家庭居住,芳草名苑 -溧水其它,3室2厅 | 121.33平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,72,"5,935元/平"
城南高档小区，楼层好，采光好，看中可谈！！！,中南锦城 -溧水城南,3室2厅 | 100.2平米 | 南 | 毛坯 | 中楼层(共25层)  | 塔楼,122,"12,176元/平"
小区位置好，配套齐全，交通便利,中心花园(溧水) -溧水城中,2室1厅 | 89.82平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,65.6,"7,304元/平"
无浪费面积，楼层好，采光充足，位置好,凤麟府 -溧水城南,2室2厅 | 89.38平米 | 南 | 毛坯 | 低楼层(共11层)  | 塔楼,90,"10,070元/平"
，楼层好，视野宽阔，采光充足，无遮挡，户型方正,爱涛天逸园 -溧水城中,2室1厅 | 62.58平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,62,"9,908元/平"
此房 税费少，3房户型好，采光充足，紧靠海乐城,财贸新村 -溧水城中,3室1厅 | 86.9平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,67,"7,711元/平"
丽湖湾 业主诚意出售 看房方便,喜之郎丽湖湾 -溧水城北,2室1厅 | 77.75平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼,72,"9,261元/平"
环境优美，花园式小区，恒大品牌物业,恒大金碧天下闻涛苑 -溧水恒大,3室2厅 | 134.06平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,205,"15,292元/平"
"创维乐活城 户型格局好方便改造, 满两年邻近校园",创维乐活城 -溧水城北,3室1厅 | 92.05平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,65,"7,062元/平"
城中多层的低楼层4房2卫带储藏室,宏力花苑 -溧水城中,4室2厅 | 139.11平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,125,"8,986元/平"
嘉德园纯毛坯，满两年，中高楼层，无改造采光充足,嘉德园 -溧水城南,2室2厅 | 92.71平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,119,"12,836元/平"
户型方正，楼层好，采光视野无遮挡,金东城世家西园二期 -溧水城北,3室2厅 | 94.59平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,92,"9,727元/平"
电梯房 高品质小区 户型好 格局好得房率高,溧水万达御景仕家一期 -溧水城南,3室2厅 | 86.84平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,95,"10,940元/平"
此房单价低，高层采光好，装修保护的较好,幸福佳苑 -溧水城南,2室1厅 | 67平米 | 南 | 其他 | 中楼层(共24层)  | 板塔结合,60,"8,956元/平"
城北塞纳名邸  全新毛坯  满两年 带储藏室,塞纳名邸 -溧水城北,3室2厅 | 150平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,125,"8,334元/平"
通济街海乐城精装三房 交通便利 户型方正  配套齐全,通济名仕阁 -溧水城中,3室1厅 | 136平米 | 南 | 其他 | 中楼层(共14层)  | 板楼,158,"11,618元/平"
户型方正，采光很好，南北通风，顶跃！,中山首府 -溧水城南,5室3厅 | 177平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,268,"15,142元/平"
城中小区出售  满5年  业主诚心出售,庆丰小区安居苑 -溧水城中,2室2厅 | 96.8平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,74,"7,645元/平"
金东城世家领域人流强大 临S7 三万方金街在旁边,金东城世家一期 -溧水城北,4室2厅 | 144平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,168,"11,667元/平"
多层的高楼层 客厅朝南 主卧朝南,徐园东村小区 -溧水城中,3室2厅 | 121.4平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,108,"8,897元/平"
房子是在前排，视野好，无遮挡，离万达购物广场近,溧水万达御景仕家一期 -溧水城南,3室2厅 | 105.8平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,120,"11,343元/平"
万驰旁 宏进锦绣家园 南北通 透 大三房 配套完善 满二,宏进锦绣家园 -溧水城北,3室2厅 | 119平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,105,"8,824元/平"
此房户型方正，多层得房率高，视野开阔,中城花园 -溧水城北,3室2厅 | 123.92平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,96,"7,747元/平"
